address,protocol,score
0xfd09cf25ca18d1998f301a9ad0aa07333f333ac5,indexCoop.loyalty,1
0x01ff88cbccea293dd014141843c887f1d107ef22,indexCoop.loyalty,1
0x70bee0e79497c072e7a7b22b78ecf57bc76fdfaf,indexCoop.loyalty,1
0x631cea4ad082df559b37464049a407759d193029,indexCoop.loyalty,1
0x2f16dbc41e257f30f650fecde9f3f2fdf1817fc3,indexCoop.loyalty,1
0x020ad6e26e1c3d8bb632314829b708a162684285,indexCoop.loyalty,1
0xad2b079fa65147c21b738fe663cb146c72a09043,indexCoop.loyalty,1
0x979df635985846e648ba245c3800a5b677c5aeb1,indexCoop.loyalty,1
0x2d2d2a1f9bfda0d2364b4d517f862e52fefc2703,indexCoop.loyalty,1
0x128f02f79c0fd82b065454e5c4ca2b9cc09e2ecf,indexCoop.loyalty,1
0x4ad087aa85980ac2ad2659193dbece1d1308e0c0,indexCoop.loyalty,1
0x0771234f99a41f7e45926eefb10ce0f1cc21afa4,indexCoop.loyalty,1
0x9b496e972103b0de5ca64ba29bad7b11d0a258c6,indexCoop.loyalty,1
0xf9e99c5e5e119ad32c5151851efaac3e217dbfb3,indexCoop.loyalty,1
0x6028a1dcfcce045092b52d3e48125a1662042679,indexCoop.loyalty,1
0x1db60daf4b69ac1dc7951ee3875c69684a1701fa,indexCoop.loyalty,1
0xce73253240f80e9a5c5e32a08916edbd0f7834f5,indexCoop.loyalty,1
0xa260f8b5416f7e82d03516ccea40dc7945cd8206,indexCoop.loyalty,1
0x72a7a475e0860b4ae25b15763b28916315120dfc,indexCoop.loyalty,1
0xcc79cba25d727af25e352b019c96cfddf0ec3281,indexCoop.loyalty,1
0x20173b296b353a413e1140d671cfce963f7e6a56,indexCoop.loyalty,1
0x4217195709edfd1ab6e9f5dbddb94e9ad7390a74,indexCoop.loyalty,1
0x8ec0da21a32c45744a0f448c8ff734626aaf957f,indexCoop.loyalty,1
0x2797fe724c8e401ee31661cc229629d2398631e6,indexCoop.loyalty,1
0xe736764722a9b4aa90b0073027c308ad88abc408,indexCoop.loyalty,1
0x686bee3445e1e530423fc1b27bd4bad9c5b5a0e0,indexCoop.loyalty,1
0xb9e64159fbf46ef7533f232b6c2baf60b5e6db46,indexCoop.loyalty,1
0xd4c2ec82dfdc7503527fa78b10216a00a48882ba,indexCoop.loyalty,1
0xaeb7c6e65aaa0c6939e79d866969b3837867ecc8,indexCoop.loyalty,1
0xdc2b25d8adb8ec2eee9374704c85ad7785ae215a,indexCoop.loyalty,1
0xe363e331a3c33b23f0652cf5240bd2a8ac631b1d,indexCoop.loyalty,1
0x0d7920117204fed1a41de1488169216f42f9c344,indexCoop.loyalty,1
0x6949f8a79d8d5d288b3a94386afd45bdcd9264d8,indexCoop.loyalty,1
0xd801e2cda85d4dac97ffc181afb50e51eb6edc87,indexCoop.loyalty,1
0x01744ac685117d6c7daa1d796575e0c6cf2a88ff,indexCoop.loyalty,1
0x4d4e5942daffc7bdecc783fb07b5a7f752f7900b,indexCoop.loyalty,1
0x41ac0a588040439487fc724110b9a3d5d1bc854a,indexCoop.loyalty,1
0x8e42a8bfd53b044213b8ab79c1324ce988022da8,indexCoop.loyalty,1
0x5682a03ca0f3d5935abe0319c5704923b3036b73,indexCoop.loyalty,1
0xb8f4024e1614c25728c3eece8b1773854e9106e5,indexCoop.loyalty,1
0xe212facb85be4da6efe93a7af3e3bc68b074d12c,indexCoop.loyalty,1
0xcd97cf5ca40240851d3901051b89b693506cfbaf,indexCoop.loyalty,1
0xf028b9e24e78129cd40cad0f9f9d814a156432ae,indexCoop.loyalty,1
0x9aedfb71167d1879ca46b5446d403ddb39c49e67,indexCoop.loyalty,1
0xe088af7f0d5097c155096559950f1d4087608cef,indexCoop.loyalty,1
0x6f3f781839abbba5c9efbec1eceb0893769ede77,indexCoop.loyalty,1
0xb582993cc7fd5a0664b7fbef7af160dea76cdb92,indexCoop.loyalty,1
0xa05b9d3e100beeb6f11f444d51bb684d26882e00,indexCoop.loyalty,1
0xe0c03d7b24c280b424fe9a24e68ffab435bc1def,indexCoop.loyalty,1
0x043bd8f57401e46a5da19545ffb50370202cc179,indexCoop.loyalty,1
0xa5b0c665e95545604f0a1dd0e3ecd857a9c2d2c9,indexCoop.loyalty,1
0x5d0cfd6a8a51a452418d8e10f7384e208f3ab56f,indexCoop.loyalty,1
0x15475988bb0b3460b74dc003f6a011fcfeb5a116,indexCoop.loyalty,1
0xbbd4a86c2e3bfcb4d9310855080aee780d01e53e,indexCoop.loyalty,1
0x4ebce1b105e78233574ba5844f86501b2621c9c1,indexCoop.loyalty,1
0x7692a4436f8252f34258c2bfa846ec5e840d5e55,indexCoop.loyalty,1
0x74b67e6caecd7701b6293885f4c53d47d9fa63ef,indexCoop.loyalty,1
0x80015242eba0fa1297a0e79a84bf2f1b9d1596be,indexCoop.loyalty,1
0x66b8aa2ad440cb92fe8805265294e46fc290a86f,indexCoop.loyalty,1
0xca3ebe3b735c895b21c0178ddb0ed8e941c90e35,indexCoop.loyalty,1
0xc349993970e46b3cfcce14b696d4cf17428b4d08,indexCoop.loyalty,1
0x24e4a9c7b4a7a981dcd159f3dcba8bcd41cf70f3,indexCoop.loyalty,1
0xadc3c1ac7b171b5a2f7e58c52203c1af37e76ab4,indexCoop.loyalty,1
0x289209b68931b6a61a40da3c9418a81074015623,indexCoop.loyalty,1
0xb3051af7b63c8776565ff0e915a055158a2529a3,indexCoop.loyalty,1
0xf7dd91bbaa4f0ce1e45911e069dee1019830a586,indexCoop.loyalty,1
0x837b95b3d9cfa90de8fc0e7a9bd7c9db07c3256b,indexCoop.loyalty,1
0x4b4047f5e21754bcb3cba528c4a044f1875c79cf,indexCoop.loyalty,1
0x2da906631344639a284ecf7946b1046ebe0c9b9e,indexCoop.loyalty,1
0x4fa1c27e8312a324339687b3a7f70e914d5ccd0e,indexCoop.loyalty,1
0xdd89b418b9692037a582baf8f6e429e4cec97bba,indexCoop.loyalty,1
0x2c6cdabdf9ebef9927f777919a4da2615642a6e6,indexCoop.loyalty,1
